ACACA_LASP1	ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1,ACACA	Lasp-1,MLN50,LASP1
ACACA_LGALS9	ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1,ACACA	HUAT,LGALS9A,LGALS9
ACACA_MED24	ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1,ACACA	ARC100,CRSP100,CRSP4,DRIP100,MED5,THRAP4,TRAP100,MED24
ACACA_MMP28	ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1,ACACA	EPILYSIN,MM28,MMP-25,MMP-28,MMP25,MMP28
ACACA_MRPL45	ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1,ACACA	L45mt,MRP-L45,Mba1,mL45,MRPL45
ACACA_MYO1D	ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1,ACACA	PPP1R108,myr4,MYO1D
ACACA_NPLOC4	ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1,ACACA	NPL4,NPLOC4
ACACA_PPM1E	ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1,ACACA	CAMKPN,CaMKP-N,POPX1,PP2CH,caMKN,PPM1E
ACACA_PRPSAP2	ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1,ACACA	PAP41,PRPSAP2
ACACA_SRCIN1	ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1,ACACA	P140,SNIP,SRCIN1
ACACA_SSH2	ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1,ACACA	SSH-2,SSH-2L,SSH2
ACACA_STAC2	ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1,ACACA	24b2,24b2/STAC2,STAC2
ACACA_TANC2	ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1,ACACA	IDDALDS,ROLSA,rols,TANC2
ACACB_FBXO21	ACACbeta,ACC-beta,ACC2,ACCB,ACCbeta,HACC275,ACACB	FBX21,FBXO21
ACACB_MARCH9	ACACbeta,ACC-beta,ACC2,ACCB,ACCbeta,HACC275,ACACB	MARCH-IX,MARCH9,RNF179,MARCHF9
ACACB_UNG	ACACbeta,ACC-beta,ACC2,ACCB,ACCbeta,HACC275,ACACB	DGU,HIGM4,HIGM5,UDG,UNG1,UNG15,UNG2,UNG
ACADSB_PHEX	2-MEBCAD,ACAD7,SBCAD,ACADSB	HPDR,HPDR1,HYP,HYP1,LXHR,PEX,XLH,PHEX
ACAN_MYOM1	AGC1,AGCAN,CSPG1,CSPGCP,MSK16,SEDK,SSOAOD,ACAN	SKELEMIN,MYOM1
ACAP2_APOD	CENTB2,CNT-B2,ACAP2	APOD
ACAP2_ATP13A3	CENTB2,CNT-B2,ACAP2	AFURS1,PPH5,ATP13A3
ACAP2_CALM2	CENTB2,CNT-B2,ACAP2	CALM,CALML2,CAM1,CAM3,CAMC,CAMII,CAMIII,LQT15,PHKD,PHKD2,caM,CALM2
ACAP2_IQCG	CENTB2,CNT-B2,ACAP2	CFAP122,DRC9,IQCG
ACAP2_KPNA4	CENTB2,CNT-B2,ACAP2	IPOA3,QIP1,SRP3,KPNA4
ACAP2_OPCML	CENTB2,CNT-B2,ACAP2	IGLON1,OBCAM,OPCM,OPCML
ACAP2_TP63	CENTB2,CNT-B2,ACAP2	AIS,B(p51A),B(p51B),EEC3,KET,LMS,NBP,OFC8,RHS,SHFM4,TP53CP,TP53L,TP73L,p40,p51,p53CP,p63,p73H,p73L,TP63
ACAP2_TTBK1	CENTB2,CNT-B2,ACAP2	BDTK,TTBK1
ACAP2_XXYLT1	CENTB2,CNT-B2,ACAP2	C3orf21,XXYLT1
ACAT1_RAB39A	ACACT,ACAT,ACAT-1,ACAT1,SOAT,STAT,SOAT1	K28,RAB39,RAB39A
ACBD4_LRRC37A	HMFT0700,ACBD4	LRRC37,LRRC37A,LRRC37A3
ACBD6_IVNS1ABP	ACBD6	ARA3,FLARA3,HSPC068,IMD70,KLHL39,ND1,NS-1,NS1-BP,NS1BP,IVNS1ABP
ACBD6_RFWD2	ACBD6	CFAP78,FAP78,RFWD2,RNF200,COP1
ACE2_GPR143	ACEH,ACE2	NYS6,OA1,GPR143
ACER3_PC	APHC,PHCA,PLDECO,ACER3	APC,PC,PROC1,THPH3,THPH4,PROC
ACER3_PPME1	APHC,PHCA,PLDECO,ACER3	ABDH19,PME-1,PPME1
ACER3_UVRAG	APHC,PHCA,PLDECO,ACER3	DHTX,VPS38,p63,UVRAG
ACHE_CCDC132	ACEE,ARACHE,N-ACHE,YT,ACHE	CCDC132,NEDMSC,VPS54L,VPS50
ACIN1_EFS	ACINUS,ACN,fSAP152,ACIN1	CAS3,CASS3,EFS1,EFS2,HEFS,SIN,EFS
ACIN1_LAMA3	ACINUS,ACN,fSAP152,ACIN1	CMD1JJ,LAMA3,LAMA4*-1,LAMA4
ACIN1_NUTM1	ACINUS,ACN,fSAP152,ACIN1	C15orf55,FAM22H,NUT,NUTM1
ACIN1_RIN3	ACINUS,ACN,fSAP152,ACIN1	RIN3
ACIN1_SLC7A8	ACINUS,ACN,fSAP152,ACIN1	LAT2,LPI-PC1,SLC7A8
ACKR3_RNPS1	CMKOR1,CXC-R7,CXCR-7,CXCR7,GPR159,RDC-1,RDC1,ACKR3	E5.1,RNPS1
ACLY_AATF	ACL,ATPCL,CLATP,ACLY	BFR2,CHE-1,CHE1,DED,AATF
ACLY_DNAJC7	ACL,ATPCL,CLATP,ACLY	DJ11,DJC7,TPR2,TTC2,DNAJC7
ACLY_FAM117A	ACL,ATPCL,CLATP,ACLY	FAM117A
ACLY_TAF15	ACL,ATPCL,CLATP,ACLY	Npl3,RBP56,TAF2N,TAFII68,TAF15
ACO1_ARL3	ACONS,HEL60,IREB1,IREBP,IREBP1,IRP1,ACO1	ARFL3,JBTS35,RP83,ARL3
ACO2_AHRR	ACONM,HEL-S-284,ICRD,OCA8,OPA9,ACO2	AHH,AHHR,bHLHe77,AHRR
ACO2_ARHGAP8	ACONM,HEL-S-284,ICRD,OCA8,OPA9,ACO2	BPGAP1,PP610,ARHGAP8
ACO2_PRR5	ACONM,HEL-S-284,ICRD,OCA8,OPA9,ACO2	FLJ20185k,PP610,PROTOR-1,PROTOR1,PRR5
ACO2_ZC3H7B	ACONM,HEL-S-284,ICRD,OCA8,OPA9,ACO2	ROXAN1,RoXaN,ZC3H7B
ACOT11_ABLIM1	BFIT,STARD14,THEA,THEM1,ACOT11	ABLIM,LIMAB1,LIMATIN,abLIM-1,ABLIM1
ACOT11_C8B	BFIT,STARD14,THEA,THEM1,ACOT11	C82,C8B
ACOT11_CSDE1	BFIT,STARD14,THEA,THEM1,ACOT11	D1S155E,UNR,CSDE1
ACOT7_CHD5	ACH1,ACT,BACH,CTE-II,LACH,LACH1,hBACH,ACOT7	CHD-6,CHD5,RIGB,CHD6
ACOT7_FUCA1	ACH1,ACT,BACH,CTE-II,LACH,LACH1,hBACH,ACOT7	FUCA,FUCA1
ACOT7_KLHL21	ACH1,ACT,BACH,CTE-II,LACH,LACH1,hBACH,ACOT7	KLHL21
ACOT7_MIB2	ACH1,ACT,BACH,CTE-II,LACH,LACH1,hBACH,ACOT7	ZZANK1,ZZZ5,MIB2
ACOT7_PLEKHG5	ACH1,ACT,BACH,CTE-II,LACH,LACH1,hBACH,ACOT7	ARHGEF45,CMTRIC,DSMA4,GEF720,HMNR4,Syx,Tech,PLEKHG5
ACOT7_RPL22	ACH1,ACT,BACH,CTE-II,LACH,LACH1,hBACH,ACOT7	EAP,HBP15,HBP15/L22,L22,eL22,RPL22
